1485.5	1325.7	1236.5	1057.1	1063.5	1029.2
1267	1246.6	1088.8	960.2	768.8	842.7
800.5	1070	931	1184.8	541.2	1076.7
1110	1061	1060.6	1193.3	617.8	999.5
874.4	974.7	1193.5	1253.3	844.3	1037.1
453.1	543.2	635.8	542	459.1	474.2
183	277.3	353.2	345	362.7	324.2
1024.6	1066.7	1373	1354.8	1421.4	1381.4
299.6	302.8	347.9	324.1	273.6	203.1
1396.1	580	1144.9	1237.1	978	1088.8
80.6	111	150.5	85	65.4	77.2
52.9	74	79.9	50.5	196.3	28.4
121	1100.9	513.8	400.4	285.4	470.5
37.8	20	20	29.2	20	73.1
51.1	43.8	76.5	67	63.9	66.2
62.9	43.7	127	106.3	89.2	52.8
37.8	94.2	98.7	127.5	178.4	316.9
996	1172.6	1464.4	1453	1055.1	1257.9
894	627	280.2	265.6	337	355.1
926.5	1322.6	849.9	606.2	607.4	135.6
170.7	225.3	333.8	368.4	290.6	211.9
1550.1	690.7	1179.8	1133.4	400.6	912.7
682.9	2011.3	1640.4	1357.1	1035.3	1129.8
52.9	77.4	61.1	53.1	118.9	134.1
68.6	115.4	161.7	150.3	166.9	165.6
236.1	286.6	320	327.3	374.8	321.8
46	89.5	84.7	60.5	61.7	111.3
185.1	272.3	223.9	150.3	169.4	157.6
87	142.7	20	143.2	75.5	96.7
14947.4	8121.2	11569	12069	11519.5	11707.6
172	215.2	184.9	242.2	184.1	169
499.9	426.2	584.9	540.3	749.5	437.1
196.4	299.5	277.4	350.7	166.5	300.7
183.8	158.1	89.3	188.6	23.8	134.1
208.4	220.4	212.5	347	336	340
269.4	373.5	376.2	512.7	362.8	284.4
406.9	525.1	611.1	736.1	629.3	655.6
117.2	235.1	265	285.5	264.9	133.6
552.1	494.8	757.7	843.3	606.1	778.8
825.7	847.9	2139.4	1386.7	1629.6	1202.6
513	336.4	482.6	630.2	412.5	564.8
3315.2	3539.2	4466.8	3641.7	2597.6	2904
140	127.4	80	246	239.1	178.1
211	197.4	278.3	246.1	281.7	264.9
511.3	249.8	354.9	206.5	458.8	380.5
271.9	68.6	97.5	160.3	206.8	505.9
45.3	117.8	117.5	95.6	160.6	186.9
98.2	57.2	117.5	127.5	148.7	231.6
50.3	37	32.9	39.8	20	28.4
5387.9	8462.3	6826.5	5963.4	11391.8	5666.4
1105	1743.4	1533.5	1369	906.9	1172.6
294.5	188.4	244.5	252.4	261.7	337.2
161.1	70.7	32.9	236.4	77.3	243.8
20	20	32.5	85.7	38.8	64.8
548	441.4	410.6	569.6	678.5	660.7
149.8	166.6	175	239.4	445.9	206.4
202.6	418	648.5	743.8	567.9	386.8
106	151.6	44.8	128.2	159.3	173.1
218	237.3	250.1	291	228.3	216.2
214.9	215.5	217.5	333.9	174.5	250.9
20	20	44.8	59.9	20	35.8
148.5	188.4	188.1	106.3	136.8	235.6
191.3	185.1	277.4	271	261.7	235.6
171	44.1	160	241.6	122.8	91.1
270	360.1	415.5	460.9	359.1	453.4
101	93.1	145	114.2	206.8	125.5
123.4	53.8	155.2	82.4	20	69.1
67	71.7	74.9	80.1	80.1	142.2
20	20	45	48.3	96.9	20
63.8	122.4	160.1	158.1	143.6	115.2
171.2	67.3	122.2	209.9	261.7	256
75	64.7	74.1	97.4	55.6	63.6
28	20	63.2	20	20	67.4
20	20	36.6	55	95.5	100.7
20	24.4	20	20	20	50.4
95.7	167.6	191.2	253.3	183.5	192.1
264.3	205.3	272.7	265.6	249.8	186.9
67	81.9	121.1	97.4	110.4	79.5
102.6	127.4	90	131.8	148.6	99.2
83.1	63.9	103.4	26.6	124.9	121.9
98.9	274.2	335.4	362	278.1	225.2
327.3	507	464.9	353.6	336	289.4
175.5	193.2	275.7	345.1	297.2	302
188	281.7	141.1	179	178.6	130.8
407.1	289	434.9	423.9	413.5	633.4
116.5	248.1	282	172.9	119.6	182.8
1898.1	780.6	1203.7	1291	927.8	1174.2
124.5	127.5	238.2	234.3	240.8	194.7
633.4	894	667.4	828.1	878.8	726.5
114	80.8	147.5	210.9	135.7	127.5
392.4	413.9	454.9	500.8	1014.5	459.4
349.4	608.8	698.7	607.6	427.6	471.5
545.5	830.3	794.9	676.5	400.6	406.8
818.2	1857.4	851	900.5	565	1751.1
62.2	2179.4	1447.6	379	429.2	360.3
44.7	86.1	72.5	72.7	93.8	156.3
98.2	117.8	329.1	217.8	267.6	329.1
20	37	20	20	20	117.8
339.9	291.4	520.3	510.2	391.9	258.3
115.6	102.9	127.5	129.6	90.5	161.9
1994.5	1719	2411.6	2659.8	1887.1	1748.4
171.2	70.7	286.8	119.5	226	300.7
140.4	152.7	280.4	256.2	190.1	160.3
102.6	166.6	157.5	318.5	116.3	129.5
135.9	205.3	221	140.8	20	85.3
109.1	298.8	125	188.9	161.5	151.8
193	380.8	350.3	265	233.9	249.5
3662	2260.7	3714.4	4291.9	2804.3	3276.4
58	93.9	146.9	141.9	114.2	129.2
89	147.1	142.1	163.4	61.7	107.3
90.9	210.9	255.7	232.2	156.1	205.3
232.8	222.9	227.5	239.4	413.5	218.6
215.4	293.7	445.4	380.4	232.5	304.6
145	400	144	173.2	136.3	120.3
46.3	98.2	105.2	91	92.2	96.7
162.8	134.7	165	248.2	129.2	159.9
98.2	158.1	65.8	108.9	118.9	121.9
544.1	789.9	874.8	761.5	725.6	748.4
498	438.4	383.4	609.3	368.3	463.2
1517.5	1829.6	2232.2	2121.8	2074.2	1564.3
1273.3	1344.7	1727.2	1682.5	1434.5	1155.5
579	936	934.1	985	504.5	690.7
2123.7	1716.2	2500.9	2337.3	1800.8	1931.2
1550	1625.1	1734	1882	1732.7	1599.2
845.7	797.8	1017.4	832.7	562.9	635.8
972.1	840.1	807.4	957.7	613.9	769
112	87.2	129.4	159.5	70.9	104.8
20	20	20	20	20	58.3
20	20	20	20	20	20
448	455.4	543	481.1	478.8	433.1
943	1007.7	620.8	1218	708.9	1045.8
454.7	479.9	651.7	733.9	573.7	499.4
566.6	507	512.4	645.8	542.8	758.9
66	45.8	143	65.1	106.8	150.3
416.8	342.9	300	347	542.8	301.5
67	107.2	69.1	111.3	151.9	157.6
113.3	196.4	295.6	283	197.6	169.5
109.1	102.9	75	76.9	51.7	72.9
73	26.9	164.6	69.1	83.3	77.2
94.4	75.9	87.5	68.1	20	151.8
181	210.7	188.8	184.9	172.2	170.6
306.4	160.6	270.9	283	267.3	270.2
270.3	286.6	354.9	467.8	956.3	639.5
144	216.6	239.4	204.4	194.3	181.2
611	1111.3	1095.7	1214.1	907.8	1271.7
124.5	277	330.6	324.6	222.5	169.5
168.7	138	352.6	297.5	303.3	329.1
3587.3	1675.7	5482.4	3469.3	4496.3	3953.2
230	309.8	280.2	350.2	258.7	316.9
366	437	591.6	553.3	367.4	426.6
336	434	601.3	604.8	426.3	428.2
94	175.2	160.6	209.6	86.5	137.3
322.4	487.4	469.9	492	723.7	398.7
151	139	250.1	227.8	203.5	217
2150.8	1125.5	1381.5	1515.2	1672.9	1784.2
127	166.6	132.5	186.7	174.5	115.4
138.8	164.3	287.6	433.3	363.6	272.9
20	256.9	236.6	219.5	247.4	100.7
156	103.5	89.5	160.1	118.8	107.3
2306	3485.3	3268.5	2951	2203.2	2502.1
236.1	105.7	105.2	122.8	200.1	182.8
50	116.1	145	171.2	74.6	118.6
379	704.6	615	695.9	701.6	632.2
171.2	111	282.1	159.4	136.8	101.6
257.3	404.1	290	263.6	310.2	168
51.1	76.3	44.6	45.9	63.1	83.4
2170	938.8	1424.7	1912.7	1118.1	1222.9
81	95.4	87.6	212.2	113.2	186.9
338.3	300.7	392	304.2	309.7	335.1
137.2	163.8	166.5	285.8	219.2	202.7
205	175.2	229.6	289.7	216.4	248.7
207.4	249	341.8	377.6	320.5	275.5
3270.1	1140.7	1057.9	1737.3	1730.7	1283.9
796	608.5	743.4	818.3	580	743.5
156.4	129.4	176.1	199	210	222.5
242.6	249.8	255	235	258.5	137.6
35.8	159.2	202.5	173.5	122.8	113.3
20	70.3	65.3	51.5	58.9	53
62.9	131.2	122.2	103.6	59.5	36.6
130	91.7	75.9	98.3	128.9	147.1
153.2	213.7	257.3	276.6	218.4	173.5
936	2090.9	285.1	400.4	500.9	354.3
20	20	20	61.4	36.5	20
762	1496.5	1144.8	924.7	891.7	633.4
286.6	149.4	110	250.4	452.3	131.5
113.3	131.2	94	98.3	160.6	73.1
21	27.4	20	49.5	20	20
771.8	529	514.9	294.3	536.3	528.2
742.5	754.4	969.9	1091.6	995.1	827.7
349.9	366.8	606.5	366.6	339	658.2
162	82.8	111.9	113.3	33.1	132.5
368	573.7	902	893.8	593.8	736.2
558.5	719.6	784.8	683.1	517.2	564.3
105.3	134.5	228.7	170.8	198.4	109.9
116.5	68.9	21.5	79	80.5	92.7
32.7	138	20	47.8	29.7	56.9
357.5	326.4	550.1	658.8	237.9	406.3
59	101.9	194.4	210.3	200.9	152.3
163.6	70.7	141.1	130.2	166.5	154.4
45.6	20	20	70.3	20	56.7
25	114.6	115.8	102.9	83.8	111.3
7192.9	3274.2	4751.6	5805.8	6007.6	5360.4
805.6	1652.1	1782	568.5	886.2	1007.6
1220	658.8	141.1	166	97.6	594
47.8	20	84.6	82.4	59.5	85.3
459.2	631.9	824.9	729.2	452.3	524.1
579	430.7	512.5	701.3	458	763.8
449.4	602.5	494.9	663.3	840	578.8
239.2	107.7	376.2	201.9	303.3	333.2
111.7	202.9	188.8	156.7	114.6	166.9
381	332.7	512.8	673.8	648.2	517.6
161.1	117.8	122.2	175.3	95.2	150.3
346.8	151.9	155	285.5	336	560.6
45.3	20	20	20	113	20
239	226.2	223.8	352.8	311.2	325
92.5	66.6	100.4	124.2	200.9	234.4
148.5	84.1	174	247.1	368.7	276.3
112.4	22	20	96.6	90.5	83
177.5	485	222.5	347	252	131.5
325.7	342.9	382.4	410.7	516.9	414.9
258.5	106.6	82.1	148.9	90.5	113.9
737.6	185.1	437.3	733.2	689.9	723.2
500	589.3	587.7	707.6	541.4	907.7
317.2	427.3	423.2	438.3	356.8	316.9
1043.5	1010.6	1544	1368.4	913.3	707.3
1785	2155.2	2346	2528.5	2108.4	2528.9
55.4	181.2	147.5	158.1	116.3	62.7
332.3	286	310.3	217.8	303.3	589.1
202.6	438.5	319.5	227.9	259	222.5
97.3	58.7	66.1	81.9	78	75.5
809	996.6	1379.9	1519.4	1034.5	984.1
184	232.9	320.1	320.3	407.9	369.7
130.9	50.5	178.7	127.5	136.8	77.2
542	486.5	607.2	891.2	741.1	669.6
4340	3938.4	5161.9	5592	4067.3	3515.3
887	508.7	563.4	1108	726.4	685
241	475.4	449.6	333.3	287.3	206.4
385.2	279.3	521.9	265.6	440.1	568.8
20	60.6	89.3	20	20	20
64	482.1	370.7	209	254.1	342.9
166.1	644.2	577.4	542.5	600.9	412.8
553	823.6	588.7	520.1	384.8	593.2
20	20	20	79.7	71.4	56.9
27.7	20	20	63.8	71.4	65
20	20	20	20	20	20
252.1	601.9	705.1	694.4	528	319.2
338.7	556	789.9	557.9	620.3	443.2
116.5	348.2	387.2	449.5	251.6	176.2
714.8	458	914.9	667.7	775.4	856
20	20	20	20	20	20
649.7	837.7	952.4	823.7	788.3	736.6
33.5	81.5	151.4	110.8	98.8	86.1
178.7	407.1	239.8	228.5	261.7	386
292	289.4	192.8	239.1	226	215.3
211.5	218.7	319.7	255	196.3	182.8
941.4	1382	993.5	1000	784.6	721.9
1730.8	3343.3	1329.8	1291.5	3043.4	1463.1
317.5	675.9	551.3	455.9	360.3	439.7
928.1	1714.5	1027.3	931.3	1337.6	827.7
450	1103.2	1458.8	1324.6	735.6	790.7
258.9	369.8	367.4	309.7	258.5	340
342	248.5	219.4	136.5	166.4	24048.4
851.6	690.7	552.4	448.1	277.8	463.4
848.4	582.1	1166.1	674.7	719.6	1145.7
68.4	563.3	497.4	445.9	155.1	293.4
835.3	1489.2	1052.3	975.2	1356.9	890.4
966.7	1197.9	987.4	595	773.2	1068.5
1483.9	1657.6	1464.4	1419.9	1105.9	1092.7
989	1071.3	996.4	1261.6	1273.3	1550.5
1268.8	1376.2	1814.9	2117.2	1778.3	2657.1
491.4	507.4	742.5	453.1	355.3	329.8
6183	7540	6001.8	7177.9	7475	7040.5
1062.7	1249.8	1552.8	1544.1	1164	1402.7
1142.4	6116.8	4325.3	3640	4050.7	3741.8
167.5	168.5	346.6	328.2	263.2	283.5
231.6	77.4	230.4	212.5	124.9	142.2
427.6	547.4	858.1	688.8	474.9	458.3
664.6	858	780.5	1261.8	737.5	1231.1
104	195.2	129.4	124.3	115.1	111.3
175.9	215.5	172.5	147.2	155.1	121.4
611.1	754.1	880.4	784.7	689.9	392.1
148.5	124.5	216.3	146.1	220.1	292.5
20	20	20	33.9	28.2	57
211.5	104.3	192.8	138.1	20	85.3
346.8	244.9	359.9	254.8	361.9	224.6
128.4	158.1	178.7	127.5	77.3	337.2
98.9	157.8	155.4	189.1	173.5	226.5
698	1055.1	1019.8	848.9	814.8	1101.9
259.3	107.7	282.1	411.8	374.7	308.8
43	62.1	20	20	27.6	53.6
27.1	20	43	33.9	41.5	37.1
68.6	40	82.1	170.8	88	102
45.3	30.3	20	77	95.2	20
86.3	90.6	130	241.6	148.6	265.1
267	125.7	139.1	202.5	93.9	201.5
52.7	76.8	75.7	20	47.3	46.4
169.1	225.3	221.5	220.9	132.8	185.4
144.9	173.9	232.5	246	148.6	80.9
196.3	276	231	247	238.3	188.1
314	201.8	348.4	628.9	399.6	350.2
3202.2	1870.9	2477.9	1774.5	1326.3	1137.6
415.2	502.1	619.9	753.4	536.3	248.9
97.3	135	178.5	183.5	157.7	135.1
105	99.1	179	156.9	128.9	131.6
68	57.2	150.5	47.8	20	109.7
1980.1	1759.5	1840.4	886.4	647.6	834.5
26.1	1045.9	122.5	35.1	84	46.5
186.3	90.9	691.2	329.4	654.2	617.6
20149.8	11085.5	10553.4	13789.3	21769.2	21255.1
18523.2	10218.5	8768.7	11713.7	17788.8	19033.1
260.5	355.1	297.5	296.5	523.4	457.4
7460.7	5488.9	4514.3	6145.7	10209.4	4545.3
485.9	528.3	681.8	725.2	458	654.1
83.1	20	70.5	85	95.2	85.3
52.9	57.2	112.8	95.6	160.6	154.4
53	41.4	74.9	63.1	43.3	23.6
254	173.9	439.9	336.1	374.8	250.9
184	169	177.5	268	252	325.8
1279.7	4818.2	5298.9	3107.9	2308	1529.8
62.2	1824.2	276.5	237.1	188.5	296.7
561.4	272.6	1062.6	956.3	1005.1	706.9
1937	3121	1166.4	1307.7	989.6	724.5
20	30.3	122.2	20	20	60.9
1215	1826.2	1747.6	1682.2	2746.4	2168.1
70	1851.7	669.9	287.7	407.1	493.8
670.8	1180.6	1089.8	1087.2	1253.6	961.3
1189	1432.9	1661	1732.9	1247.5	1218.9
24.4	213.1	172.5	147.2	84	107.3
5469	3979.2	5270.1	4816.7	5199.1	3556.8
2152.6	2077	1869.7	2018.5	2797.9	1732.3
672.2	444.2	174	45.2	172.5	150.3
335.1	728.9	779.2	590.7	647.6	509.9
328.7	1770.7	1498.6	1000.7	909.1	809.3
40.7	31.8	55	59.3	45.2	54.6
20	20	20	20	20	20
187.3	232.7	255	294.3	135.7	236.8
166.1	164.1	267.5	375.6	374.8	423
20	34.3	57.5	26.4	20	123.4
97.3	97.3	136.2	171.5	94.6	143.1
30.9	20	45	85.7	20	44.5
22.3	29.8	27.9	26.8	20	55.6
107.5	66.1	20	20	20	85
75.5	67.3	117.5	45.2	101.1	142.2
99.3	112.7	120	134	64.6	143.7
114.9	20	188.8	190.5	112.1	99.3
218.2	646.6	629.9	560.1	523.4	388.6
820.1	712.6	1412.6	1626.7	1262.8	1329.8
105.8	164.1	77.5	68.1	90.5	113.3
20	87.5	127	45.2	154.6	60.9
128	100.6	152.8	168	159.3	229.2
398.9	969.1	1242.1	1030.3	577.8	532.5
20	57.2	20	39.8	20	20
667	380.8	577	923.1	888.5	737
2879.9	723.4	2294.5	2191.6	1956.7	2279.3
2429.4	1361.8	2109.7	2192.1	3030.5	1610.9
702.4	524.9	902.8	972.3	624.5	893.8
372.6	225.4	366.7	475.5	374.7	410.4
410.1	211.8	411.9	488.3	389.4	372.2
392.4	186.1	287.5	419.5	329.5	445.2
751.5	478	964.8	1162.3	929	773.5
213.8	254.6	300.4	321.1	254.9	233.1
263.8	183.7	322.5	250.4	168	348.1
48.8	68.6	62.5	81.3	84	38.5
156.1	67.3	122.2	143.4	196.3	142.2
20	70.7	70.5	21.3	20	77.2
128.6	421.3	167.5	217.4	297.2	141.7
23.9	454.8	439.8	269.6	126.2	176.2
2446.9	757.1	1227.2	1171.5	767.2	804.5
1216.3	739.7	924.9	1085	911.1	653.7
172.6	147	212.5	252.6	284.3	109.3
350	328.3	326	273.4	419.8	283.6
282	612.2	953.6	1093.7	639	519.3
166.1	242.5	312.5	305.3	193.8	384.5
105.7	100.9	32.9	55.8	71.4	97.5
715	531.6	2666	1293.7	1867.5	1625.2
485.9	400.4	658.3	680.1	505.5	292.5
589	538.3	470	535.8	428.1	270.6
191.3	154.8	225.7	305.5	309.3	316.9
338.7	320.9	280	219.6	400.6	263.1
571.5	656.1	465.5	342.7	630.4	658.2
37	54.7	122.6	76.2	39.6	58.5
878.6	289.4	474.9	903.2	689.9	837
20	20	20	20	38.7	29.3
651	368.7	904.3	1162.3	905.8	506
740.1	1561.3	418.5	459.6	255.7	532.2
707.4	390.3	597.1	698.7	701.8	804.5
20	35.5	117.7	67.7	59.8	104
20	28.8	20	22.1	37.7	20
275.2	438.4	534.9	509.6	484.6	271.2
493	1366.3	752.2	756.5	561.6	580.2
20	44.1	90	96.6	77.5	76.9
44	85.7	122.5	107.6	71.1	99.2
52.1	24.5	40	96.6	77.5	50.6
80.6	74	103.4	66.4	83.3	101.6
130.8	216	235.8	199.7	147.8	162.9
521.8	677.3	786.4	673.9	631	748.4
45	99.8	114.8	120.4	71.8	66.6
20	20	20	20	20	20
20	20	72.5	138.4	20	20
20	482.5	334.9	327.3	51.7	163.9
98.2	26.9	127	39.8	178.4	146.3
104	388.2	396	440.1	316.7	347.8
1568.4	1305.6	1636.3	1655	1909.1	1994.9
174.2	357.6	389.9	419.5	168	137.6
457.5	240	567.4	481	781.9	765
137.2	74.5	129.1	164.4	171	184.1
100.7	20	42.3	37.2	166.5	20
115	119.8	141.1	205.7	185.1	210.5
